ID,result
0,0.5467463711295361
1,0.581544653204751
2,0.1832417933517409
3,0.4959682988022073
4,0.2430768774565395
5,0.49532763134353974
6,0.5379647181839717
7,0.3470133039862795
8,0.38422757123582096
9,0.7280743767494646
10,0.3969515098970642
11,0.4096367575000431
12,0.7089802254768801
13,0.6494652228093817
14,0.7460091430079541
15,0.4144476890914359
16,0.1569024248437186
17,0.3558427772923981
18,0.23382633582492038
19,0.6879170957000716
20,0.1334154389508869
21,0.3445320104121505
22,0.6461845999339332
23,0.3976844076794713
24,0.8317392724185584
25,0.4861149423311838
26,0.16455397658006798
27,0.5672490262418574
28,0.3758055744603473
29,0.7495768094144187
30,0.5300821627931793
31,0.8311491796674352
32,0.4125808130685413
33,0.09413223362459014
34,0.4552419371747439
35,0.3428805612474669
36,0.8767434853879337
37,0.37168499572526714
38,0.46230013171610396
39,0.47166451766080275
40,0.8008661030511219
41,0.43556048848344153
42,0.22431807071784132
43,0.49688340945264436
44,0.1800981624788857
45,0.6371319433449206
46,0.5304679793173819
47,0.2483997649777458
48,0.4917229131453645
49,0.6406483681021043
50,0.44403868596192786
51,0.2648014990233471
52,0.3452712503000148
53,0.35616790192167613
54,0.5804408265699186
55,0.49624978308629203
56,0.791384580044411
57,0.3350097592658136
58,0.4495395054418271
59,0.5953626055371134
60,0.2522212835408642
61,0.4377174315394631
62,0.06535686424520923
63,0.18516737958973237
64,0.1746463980075917
65,0.3033489206686356
66,0.2767197676064812
67,0.5807040799520176
68,0.35684406450256906
69,0.2671139992190524
70,0.2608144319112901
71,0.3620953896702808
72,0.44569625245857225
73,0.27886251609212537
74,0.3611296815560156
75,0.7466728027007951
76,0.24031356645262755
77,0.31698439546260776
78,0.09462966740680571
79,0.13877935352533374
80,0.3602928476442626
81,0.4397532296178493
82,0.2675964457908149
83,0.22020797911164994
84,0.15502595631176105
85,0.8937832796974674
86,0.5647976954327286
87,0.08245544889394964
88,0.5711550315711812
89,0.08666645285348593
90,0.32673970468408525
91,0.7976547978424313
92,0.31374702698501544
93,0.228311050706794
94,0.2995214211552867
95,0.46959465839756803
96,0.6402416630735375
97,0.36842243198779306
98,0.16252108879419735
99,0.2683536781947382
100,0.6850882990327899
101,0.2786838871467265
102,0.0834063408271074
103,0.3984690393982357
104,0.22295717469466406
105,0.3920349378384476
106,0.785289400042171
107,0.7631589112989663
